,IDpol,ClaimNb,Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region
284458,2181954.0,0,0.32,'C',6,6,41,50,'B2','Diesel',354,'R52'
474601,3239891.0,0,0.16,'C',6,11,49,50,'B2','Diesel',454,'R11'
552095,4143273.0,0,0.08,'E',9,8,35,71,'B2','Regular',3457,'R82'
593570,4184748.0,0,0.06,'D',5,13,48,55,'B5','Diesel',522,'R52'
448594,3173871.0,0,0.06,'B',12,5,26,90,'B13','Regular',72,'R24'
573737,4164915.0,0,1.0,'A',15,1,80,50,'B10','Regular',39,'R72'
99340,1018156.0,0,1.0,'C',4,1,78,50,'B2','Diesel',121,'R24'
151708,1122500.0,0,0.78,'E',7,5,43,50,'B4','Regular',4762,'R93'
232108,2070534.0,0,0.14,'C',5,10,55,60,'B2','Diesel',252,'R24'
149162,1119160.0,0,1.0,'C',8,3,43,50,'B2','Diesel',405,'R24'
617724,5056788.0,0,0.3,'C',4,1,27,75,'B12','Diesel',476,'R93'
557198,4148376.0,0,1.0,'E',5,4,39,55,'B3','Regular',6485,'R11'
116258,1055233.0,0,0.2,'A',5,1,75,50,'B2','Regular',40,'R24'
414284,3117007.0,0,1.0,'B',4,9,28,76,'B2','Diesel',50,'R24'
520381,4080088.0,0,0.47,'D',7,2,25,95,'B12','Regular',824,'R91'
276125,2154473.0,0,0.07,'C',7,0,50,51,'B2','Regular',182,'R24'
270162,2140396.0,1,0.09,'E',11,8,32,64,'B2','Regular',3744,'R93'
353453,2286601.0,0,0.49,'D',4,10,32,80,'B3','Diesel',1699,'R91'
574999,4166177.0,0,0.46,'E',11,0,50,59,'B14','Diesel',4656,'R11'
622020,5067134.0,0,0.91,'E',5,8,27,100,'B1','Diesel',3301,'R73'
545105,4136283.0,0,1.0,'E',7,2,67,54,'B5','Diesel',8455,'R82'
620583,5064010.0,0,0.78,'C',4,1,48,50,'B12','Regular',372,'R22'
86373,177556.0,0,0.27,'D',5,4,33,68,'B12','Regular',1054,'R24'
274638,2150613.0,0,0.03,'D',7,2,35,66,'B3','Diesel',1426,'R82'
662490,6088363.0,0,0.65,'C',8,2,35,50,'B12','Regular',227,'R73'
99164,1017800.0,0,1.0,'E',9,12,46,50,'B2','Regular',4116,'R24'
585932,4177110.0,0,1.0,'D',6,17,74,50,'B1','Regular',983,'R52'
77826,162227.0,0,0.59,'A',7,1,54,50,'B1','Diesel',30,'R52'
575145,4166323.0,0,0.6,'C',6,2,42,50,'B3','Diesel',295,'R52'
2862,5943.0,1,0.06,'C',7,0,53,50,'B12','Diesel',185,'R54'
352429,2285577.0,0,0.24,'B',7,1,29,60,'B1','Diesel',82,'R52'
506318,4041424.0,0,0.88,'C',4,1,72,50,'B12','Diesel',241,'R72'
102313,1024328.0,0,1.0,'A',7,11,38,50,'B2','Diesel',7,'R24'
574364,4165542.0,0,0.1,'A',10,11,53,50,'B5','Diesel',9,'R24'
491729,4007159.0,0,0.21,'E',5,7,33,80,'B12','Diesel',9484,'R11'
561697,4152875.0,0,0.03,'B',6,15,40,50,'B2','Regular',91,'R52'
52382,106527.0,1,1.0,'E',9,1,34,50,'B4','Diesel',4579,'R93'
250312,2102334.0,0,1.0,'E',10,5,43,50,'B10','Regular',7259,'R31'
10900,27618.0,0,0.81,'B',7,1,48,50,'B1','Regular',60,'R24'
414221,3116850.0,0,0.4,'C',5,18,51,50,'B2','Regular',298,'R24'
252399,2106197.0,0,0.08,'D',5,5,41,50,'B1','Diesel',567,'R31'
22189,48219.0,0,0.05,'C',9,0,49,50,'B12','Regular',179,'R54'
86773,178359.0,0,0.48,'C',4,15,44,59,'B1','Regular',359,'R53'
228577,2064523.0,0,0.94,'C',5,7,39,50,'B6','Regular',453,'R93'
100885,1021394.0,0,1.0,'E',6,7,59,50,'B2','Regular',5539,'R11'
512962,4059783.0,0,0.37,'D',4,0,55,50,'B12','Diesel',890,'R41'
596770,4187948.0,0,1.0,'D',9,17,33,54,'B2','Regular',1732,'R82'
630225,5088551.0,0,0.85,'C',8,0,40,50,'B12','Diesel',349,'R82'
10052,26123.0,0,1.0,'C',6,10,48,50,'B1','Diesel',380,'R52'
148457,1118300.0,0,0.75,'A',6,9,46,50,'B4','Diesel',41,'R82'
562462,4153640.0,1,1.0,'D',7,8,34,90,'B3','Regular',1704,'R82'
37402,75871.0,0,0.51,'E',9,2,49,50,'B3','Regular',2472,'R82'
524095,4115273.0,0,0.31,'C',7,9,82,50,'B1','Diesel',295,'R24'
379466,3041440.0,0,1.0,'D',7,2,41,50,'B12','Diesel',798,'R25'
164996,1147784.0,0,0.61,'C',6,10,29,85,'B2','Regular',138,'R24'
286053,2184854.0,0,1.0,'D',6,10,45,54,'B2','Diesel',747,'R53'
328522,2261667.0,0,0.08,'D',10,9,30,68,'B5','Regular',824,'R91'
141227,1106626.0,0,1.0,'E',8,15,48,50,'B10','Diesel',4579,'R93'
661622,6086355.0,0,0.28,'D',8,3,43,73,'B12','Regular',1451,'R11'
153869,1124676.0,0,0.26,'A',5,4,44,50,'B1','Diesel',22,'R24'
173563,1166976.0,0,1.0,'C',7,11,57,50,'B1','Regular',137,'R24'
582338,4173516.0,0,0.75,'D',4,12,57,50,'B1','Regular',1982,'R54'
251306,2104287.0,2,1.0,'E',6,12,60,72,'B10','Diesel',2620,'R72'
631601,5091358.0,0,0.03,'C',7,0,58,50,'B12','Diesel',269,'R11'
265657,2130807.0,0,1.0,'A',4,19,41,50,'B1','Regular',10,'R24'
337507,2270653.0,0,1.07,'D',7,5,36,54,'B1','Regular',1445,'R72'
249233,2100508.0,0,0.03,'A',6,8,62,50,'B1','Diesel',11,'R24'
443328,3167980.0,0,0.42,'C',6,11,74,50,'B1','Diesel',405,'R24'
325843,2258988.0,0,0.07,'A',5,1,54,50,'B5','Regular',45,'R93'
115164,1052794.0,0,1.0,'C',6,7,44,50,'B1','Diesel',405,'R24'
110436,1042505.0,0,0.56,'C',8,12,49,50,'B3','Regular',229,'R53'
628843,5085349.0,0,0.28,'E',4,2,50,50,'B12','Regular',6705,'R11'
489783,4002370.0,0,0.22,'D',4,4,27,80,'B12','Regular',1408,'R73'
544008,4135186.0,0,0.36,'E',13,15,35,70,'B11','Regular',3688,'R82'
265798,2131109.0,0,0.09,'E',6,5,47,50,'B6','Diesel',9307,'R82'
495587,4016291.0,0,0.18,'E',10,3,55,50,'B12','Regular',2007,'R11'
453616,3182923.0,0,0.36,'D',11,4,44,50,'B13','Regular',873,'R11'
268713,2137175.0,0,0.25,'E',7,3,51,50,'B10','Diesel',9307,'R82'
210831,2021744.0,0,0.04,'C',6,1,53,50,'B12','Regular',273,'R72'
327541,2260686.0,0,1.0,'C',7,1,58,59,'B3','Diesel',349,'R82'
453100,3181794.0,0,1.0,'C',7,13,60,50,'B2','Diesel',306,'R82'
523724,4114902.0,0,1.0,'D',4,11,73,50,'B2','Regular',607,'R82'
263931,2127551.0,0,1.0,'C',5,15,42,50,'B1','Regular',194,'R53'
261089,2122068.0,0,0.73,'E',7,6,53,50,'B3','Diesel',9307,'R82'
419975,3128947.0,0,0.1,'A',5,10,32,54,'B1','Diesel',44,'R24'
386374,3052126.0,0,0.4,'B',6,5,38,50,'B1','Diesel',57,'R24'
677550,6113868.0,0,0.12,'E',7,2,72,50,'B12','Diesel',2740,'R22'
329661,2262807.0,1,1.0,'D',8,2,48,50,'B13','Diesel',827,'R82'
420400,3129754.0,0,1.0,'D',8,7,72,50,'B2','Diesel',856,'R24'
564002,4155180.0,0,1.0,'A',5,6,52,58,'B2','Regular',26,'R26'
408964,3104961.0,0,0.91,'D',6,4,56,50,'B3','Diesel',1109,'R24'
472758,3237822.0,0,0.08,'C',6,10,53,50,'B1','Regular',218,'R24'
466712,3212820.0,0,0.01,'E',7,3,39,72,'B1','Diesel',3374,'R42'
147057,1116417.0,0,1.0,'E',5,3,39,50,'B1','Regular',3744,'R93'
428956,3145680.0,0,1.0,'C',5,7,29,50,'B4','Diesel',178,'R53'
199039,2000058.0,0,0.46,'E',12,0,41,50,'B12','Diesel',4792,'R11'
262673,2124995.0,0,0.54,'B',5,8,47,50,'B2','Diesel',70,'R82'
29935,62342.0,0,1.0,'C',6,11,62,50,'B14','Regular',366,'R82'
65383,139602.0,0,1.0,'C',5,9,31,85,'B2','Diesel',182,'R24'
374576,3033660.0,0,0.05,'A',10,7,41,60,'B12','Regular',28,'R93'
68912,146108.0,1,0.84,'C',7,12,45,50,'B2','Diesel',287,'R53'
128543,1082298.0,0,0.6,'A',6,6,31,71,'B1','Diesel',14,'R24'
647702,6029282.0,0,0.38,'D',7,1,60,50,'B12','Diesel',856,'R82'
256804,2114029.0,0,0.82,'C',6,11,42,50,'B2','Regular',105,'R24'
48398,98181.0,0,0.53,'A',5,5,22,76,'B1','Diesel',33,'R24'
375952,3035309.0,0,0.53,'D',5,1,23,95,'B12','Regular',1440,'R93'
248101,2098568.0,0,1.0,'A',5,3,47,50,'B4','Diesel',38,'R52'
204932,2010991.0,0,0.03,'D',6,2,44,50,'B12','Regular',1217,'R73'
6833,20033.0,1,1.0,'A',6,3,69,50,'B1','Regular',38,'R24'
328648,2261793.0,0,0.08,'E',7,4,32,64,'B6','Diesel',2278,'R11'
207096,2014987.0,0,0.36,'D',9,2,59,50,'B12','Regular',1309,'R72'
377352,3037856.0,0,0.29,'E',7,1,44,50,'B12','Regular',3385,'R11'
246351,2095202.0,0,1.0,'A',6,7,37,50,'B1','Diesel',26,'R24'
204947,2011012.0,0,0.52,'D',5,7,31,80,'B1','Regular',824,'R91'
420342,3129645.0,0,0.43,'C',7,16,48,50,'B2','Regular',358,'R24'
519950,4079082.0,0,0.96,'D',7,15,46,71,'B2','Regular',1168,'R31'
13732,32841.0,0,0.19,'A',4,0,49,62,'B1','Regular',11,'R24'
393723,3069590.0,0,1.0,'A',7,16,56,50,'B11','Diesel',13,'R24'
513740,4062186.0,0,0.18,'D',6,2,23,119,'B3','Diesel',721,'R93'
12679,30896.0,0,0.66,'B',6,14,38,50,'B1','Diesel',57,'R24'
665792,6094820.0,0,0.32,'F',8,1,53,60,'B12','Diesel',27000,'R11'
567215,4158393.0,0,1.0,'A',7,3,38,58,'B1','Diesel',41,'R24'
610951,5038292.0,0,0.49,'E',8,2,57,50,'B12','Diesel',5539,'R11'
269634,2139261.0,1,0.47,'C',6,20,31,54,'B1','Regular',136,'R24'
278015,2159641.0,0,0.39,'D',7,0,51,50,'B3','Diesel',898,'R93'
372870,3031942.0,0,0.07,'A',7,2,46,50,'B12','Diesel',41,'R93'
604433,5018984.0,0,0.03,'A',8,2,66,50,'B12','Diesel',24,'R52'
126394,1077749.0,0,0.39,'D',7,17,40,50,'B1','Regular',783,'R31'
149349,1119358.0,0,0.33,'E',6,11,40,50,'B1','Diesel',3095,'R31'
212686,2025440.0,0,0.62,'D',6,5,66,50,'B12','Regular',634,'R91'
143482,1110739.0,0,0.87,'D',7,14,38,54,'B2','Regular',625,'R91'
214533,2029366.0,0,0.5,'E',5,0,72,60,'B12','Regular',3110,'R11'
192101,1192102.0,0,0.42,'E',8,3,64,50,'B4','Diesel',3317,'R93'
62565,134285.0,0,0.69,'A',8,10,44,72,'B14','Diesel',46,'R82'
140369,1105031.0,0,0.09,'B',5,5,25,100,'B1','Regular',77,'R53'
456552,3189588.0,0,0.25,'A',7,12,67,50,'B2','Diesel',11,'R24'
340161,2273307.0,0,0.08,'E',5,14,46,76,'B2','Regular',3317,'R93'
401467,3087933.0,0,0.75,'D',9,19,27,95,'B1','Regular',1054,'R24'
592381,4183559.0,0,0.05,'D',5,19,37,60,'B3','Regular',1313,'R24'
535141,4126319.0,0,0.81,'E',10,18,59,56,'B2','Diesel',5449,'R82'
639025,5106640.0,0,0.08,'E',4,0,52,50,'B12','Diesel',3657,'R82'
152394,1123199.0,0,0.32,'C',8,11,34,51,'B14','Diesel',433,'R93'
84038,173328.0,0,1.0,'E',4,4,33,50,'B4','Diesel',2411,'R11'
238778,2082089.0,0,0.76,'C',6,4,47,50,'B3','Regular',298,'R24'
44566,89797.0,0,0.04,'D',5,9,24,100,'B1','Regular',1408,'R52'
667087,6097347.0,0,0.32,'D',7,6,41,50,'B12','Diesel',512,'R11'
513634,4061854.0,0,0.07,'E',12,1,24,76,'B12','Regular',3274,'R11'
559282,4150460.0,0,0.83,'A',6,10,50,50,'B1','Diesel',30,'R24'
76572,159944.0,0,1.0,'E',7,13,25,72,'B1','Regular',2377,'R82'
127160,1079220.0,0,0.41,'D',7,18,57,50,'B2','Regular',580,'R82'
283183,2179662.0,0,1.0,'C',7,8,77,50,'B1','Regular',480,'R52'
444125,3169070.0,0,0.06,'E',6,15,42,76,'B2','Regular',3317,'R93'
396618,3076453.0,0,0.24,'C',6,6,34,56,'B1','Diesel',315,'R82'
4262,9254.0,1,0.13,'E',10,0,51,50,'B12','Regular',3724,'R11'
63526,136092.0,0,0.15,'C',6,2,34,50,'B1','Regular',325,'R82'
110937,1043601.0,0,0.07,'B',6,5,38,50,'B1','Diesel',51,'R24'
343530,2276676.0,0,0.5,'A',5,9,55,50,'B5','Diesel',9,'R72'
333555,2266701.0,0,0.98,'C',4,19,46,50,'B1','Regular',174,'R93'
488779,3254966.0,0,0.2,'F',7,1,73,50,'B2','Regular',27000,'R11'
57054,119388.0,0,0.3,'D',6,5,45,50,'B4','Regular',1079,'R31'
248675,2099546.0,0,0.36,'C',7,3,59,85,'B2','Diesel',144,'R24'
255490,2111783.0,0,1.0,'A',6,25,60,50,'B2','Regular',35,'R91'
491437,4006465.0,0,0.02,'D',7,4,42,50,'B12','Diesel',1706,'R11'
323436,2256581.0,0,1.0,'C',4,13,29,57,'B2','Regular',301,'R82'
469038,3233390.0,0,0.24,'E',7,21,53,50,'B1','Regular',3317,'R93'
444736,3169958.0,0,0.05,'B',11,0,78,50,'B11','Regular',56,'R72'
672307,6107600.0,0,0.08,'E',4,1,24,100,'B12','Regular',2703,'R31'
408357,3103664.0,0,1.0,'B',7,13,54,50,'B2','Diesel',79,'R54'
186099,1186100.0,0,0.5,'C',6,12,49,50,'B1','Diesel',159,'R91'
653796,6054541.0,0,0.36,'C',6,2,57,50,'B12','Diesel',141,'R41'
288703,2189575.0,0,1.0,'B',15,5,56,50,'B2','Regular',82,'R53'
499299,4024995.0,0,0.57,'E',8,2,45,50,'B12','Diesel',2252,'R82'
370487,3029325.0,0,0.18,'D',7,1,58,55,'B12','Diesel',675,'R91'
533308,4124486.0,0,1.0,'A',6,5,61,50,'B1','Diesel',24,'R72'
387163,3054002.0,0,0.96,'A',7,11,56,50,'B2','Diesel',15,'R24'
90533,1006726.0,0,0.53,'F',4,1,35,72,'B12','Regular',10477,'R11'
216976,2039734.0,0,0.17,'C',7,0,51,50,'B2','Regular',213,'R91'
347278,2280425.0,0,0.08,'D',11,5,33,50,'B12','Diesel',566,'R93'
403290,3092335.0,0,1.0,'C',7,4,66,50,'B11','Regular',298,'R24'
109303,1039765.0,1,0.29,'F',6,14,28,80,'B5','Diesel',27000,'R11'
630656,5089399.0,0,0.78,'E',8,0,38,64,'B12','Regular',3575,'R11'
148963,1118838.0,0,0.27,'C',10,3,46,50,'B5','Diesel',139,'R24'
545054,4136232.0,1,0.72,'C',7,6,38,50,'B1','Regular',467,'R82'
147407,1116965.0,0,0.68,'C',7,5,24,80,'B3','Regular',242,'R24'
662620,6088621.0,0,0.15,'E',5,10,34,80,'B1','Regular',6681,'R11'
122665,1069754.0,0,0.81,'E',5,1,57,50,'B2','Regular',3374,'R42'
162652,1142652.0,0,0.83,'C',6,10,55,50,'B6','Regular',214,'R26'
372447,3031517.0,0,0.05,'C',5,0,25,68,'B12','Regular',211,'R94'
261195,2122253.0,0,1.0,'A',7,13,37,50,'B1','Diesel',27,'R24'
164097,1145815.0,1,0.01,'C',7,7,50,83,'B2','Diesel',126,'R24'
362020,3011659.0,0,0.12,'A',4,3,49,133,'B12','Regular',46,'R82'
320406,2234877.0,0,0.08,'E',4,15,30,85,'B1','Regular',6313,'R11'
572696,4163874.0,0,0.81,'A',4,12,28,60,'B1','Regular',44,'R24'
652068,6048529.0,0,0.57,'B',5,3,75,50,'B12','Regular',87,'R83'
143347,1110495.0,0,0.48,'A',6,9,27,76,'B1','Regular',17,'R72'
67896,144257.0,0,0.05,'D',6,7,35,64,'B1','Diesel',1064,'R24'
75468,157936.0,0,1.0,'B',6,2,52,50,'B2','Diesel',58,'R53'
130639,1086415.0,0,0.4,'A',7,3,30,64,'B5','Regular',11,'R93'
562057,4153235.0,0,0.13,'A',7,20,55,50,'B2','Diesel',25,'R91'
615076,5049879.0,0,0.06,'C',9,1,30,60,'B12','Regular',369,'R53'
255618,2111983.0,0,1.0,'A',6,12,48,50,'B1','Diesel',20,'R24'
339769,2272915.0,0,0.91,'D',4,8,41,50,'B2','Regular',1368,'R11'
491002,4005399.0,0,0.28,'E',4,4,32,85,'B12','Regular',8549,'R82'
587643,4178821.0,0,1.0,'D',6,10,55,50,'B1','Diesel',741,'R24'
539522,4130700.0,0,1.0,'D',9,12,55,50,'B1','Regular',1442,'R31'
331846,2264992.0,0,0.08,'E',6,10,35,60,'B1','Regular',3317,'R93'
161563,1140269.0,0,1.0,'C',7,7,74,50,'B2','Regular',149,'R24'
605628,5022445.0,0,0.2,'C',11,3,43,62,'B12','Diesel',269,'R11'
8141,22545.0,1,1.0,'D',7,5,73,50,'B5','Regular',796,'R25'
136323,1097414.0,0,1.0,'B',5,6,67,50,'B1','Regular',94,'R53'
118396,1059965.0,0,0.25,'C',4,7,34,90,'B2','Diesel',183,'R31'
529786,4120964.0,0,1.0,'B',9,8,75,50,'B1','Regular',69,'R24'
87356,1000623.0,0,0.2,'D',7,8,60,50,'B12','Regular',539,'R73'
246598,2095751.0,0,0.29,'D',6,6,51,60,'B1','Diesel',1753,'R82'
576004,4167182.0,0,1.0,'A',6,12,41,50,'B3','Diesel',23,'R24'
17689,40112.0,0,1.0,'F',4,1,29,90,'B1','Regular',10477,'R11'
608341,5030505.0,0,0.56,'D',4,0,63,50,'B12','Diesel',674,'R52'
237351,2079636.0,0,0.25,'D',14,1,31,50,'B3','Regular',542,'R82'
644403,6015359.0,0,0.21,'D',7,2,44,68,'B12','Diesel',720,'R11'
347295,2280442.0,0,0.08,'E',7,15,53,76,'B2','Regular',6736,'R11'
236230,2077652.0,0,0.79,'D',6,3,64,51,'B5','Regular',625,'R91'
275452,2152893.0,0,0.06,'C',13,0,47,50,'B11','Diesel',151,'R82'
60705,130835.0,0,1.0,'A',7,9,51,50,'B6','Diesel',12,'R24'
255045,2111012.0,0,1.0,'F',7,10,33,50,'B2','Regular',27000,'R11'
440389,3163943.0,0,1.0,'A',6,1,51,50,'B1','Diesel',31,'R24'
146368,1115368.0,0,0.16,'C',9,12,24,80,'B6','Regular',405,'R24'
643505,6011813.0,0,0.54,'D',5,15,31,72,'B2','Diesel',557,'R22'
160314,1137596.0,0,1.0,'A',6,14,69,50,'B3','Regular',38,'R24'
366142,3020707.0,0,0.12,'D',4,2,41,90,'B12','Regular',1765,'R31'
108613,1038157.0,0,1.0,'C',8,22,68,50,'B2','Regular',133,'R24'
586566,4177744.0,0,1.0,'C',5,5,62,50,'B2','Regular',137,'R24'
70678,149348.0,0,1.0,'A',7,6,78,50,'B4','Regular',33,'R24'
673567,6109816.0,0,0.64,'C',11,2,65,72,'B12','Regular',127,'R72'
183210,1183211.0,0,1.0,'E',6,10,61,112,'B1','Diesel',4116,'R24'
285599,2184036.0,0,1.0,'B',9,7,69,50,'B1','Regular',67,'R24'
104559,1029380.0,0,0.61,'D',7,15,40,140,'B1','Regular',713,'R52'
107725,1036246.0,0,0.52,'E',9,9,57,50,'B2','Regular',4116,'R24'
170104,1159281.0,0,1.0,'C',7,7,47,50,'B1','Regular',473,'R53'
618788,5059538.0,0,0.44,'B',15,1,52,50,'B12','Diesel',76,'R82'
248770,2099705.0,0,0.26,'E',6,2,39,50,'B4','Diesel',2399,'R24'
676260,6112578.0,0,0.33,'E',4,0,47,55,'B12','Regular',6284,'R11'
630844,5089801.0,0,0.09,'C',15,1,49,71,'B12','Regular',108,'R52'
8764,23726.0,1,0.53,'A',5,4,32,50,'B5','Diesel',47,'R24'
408944,3104908.0,0,0.64,'D',5,3,34,50,'B3','Diesel',614,'R24'
250818,2103374.0,0,0.0027397260273972603,'C',7,11,26,68,'B1','Diesel',405,'R24'
541422,4132600.0,0,0.53,'C',6,4,70,50,'B1','Diesel',151,'R82'
458797,3194789.0,0,1.0,'D',7,12,50,50,'B2','Regular',574,'R24'
90154,1006030.0,0,0.45,'D',6,6,48,70,'B5','Diesel',1021,'R25'
330577,2263723.0,0,0.5,'D',9,6,38,50,'B12','Regular',1326,'R93'
192175,1192176.0,0,0.96,'C',8,6,47,50,'B1','Diesel',402,'R93'
315623,2227443.0,0,0.28,'D',8,12,34,64,'B13','Diesel',1554,'R52'
671152,6104964.0,0,0.00821917808219178,'E',4,1,25,76,'B12','Regular',7887,'R31'
295500,2201521.0,0,1.0,'D',9,5,50,50,'B1','Diesel',1871,'R82'
651805,6047603.0,0,0.12,'B',10,10,53,50,'B12','Regular',66,'R93'
471326,3236390.0,0,0.08,'D',6,5,40,51,'B4','Diesel',727,'R31'
468715,3233067.0,0,0.24,'E',4,17,53,50,'B1','Regular',2733,'R93'
8978,24208.0,1,0.49,'D',7,11,35,51,'B1','Regular',837,'R53'
579093,4170271.0,0,0.00546448087431694,'C',13,19,46,50,'B1','Diesel',322,'R82'
366944,3022548.0,0,0.06,'D',7,2,22,90,'B12','Regular',1011,'R74'
432250,3151433.0,0,0.51,'A',7,3,49,50,'B10','Diesel',31,'R52'
326750,2259895.0,0,0.18,'B',5,11,28,68,'B2','Diesel',67,'R82'
530446,4121624.0,0,0.36,'E',5,8,45,61,'B3','Diesel',9817,'R11'
305490,2217300.0,0,0.08,'C',7,8,41,54,'B12','Regular',269,'R91'
3992,8584.0,1,0.14,'E',5,0,29,64,'B12','Regular',4982,'R23'
84301,173794.0,0,0.03,'D',6,0,35,64,'B1','Diesel',766,'R11'
162714,1142778.0,0,1.0,'A',7,5,53,54,'B2','Regular',21,'R24'
466390,3212216.0,0,0.78,'B',7,3,29,50,'B1','Regular',66,'R24'
143239,1110297.0,0,1.0,'D',6,1,37,50,'B13','Diesel',854,'R82'
661710,6086721.0,0,0.09,'A',7,3,59,50,'B12','Diesel',27,'R82'
185451,1185452.0,0,0.17,'E',8,12,52,54,'B4','Diesel',4128,'R52'
408073,3103067.0,0,0.76,'C',5,7,36,90,'B2','Regular',399,'R24'
364822,3017727.0,0,0.52,'C',4,2,31,76,'B12','Regular',465,'R82'
494453,4013572.0,0,0.03,'B',5,1,38,51,'B1','Diesel',61,'R26'
101276,1022228.0,1,1.0,'B',5,2,82,50,'B2','Regular',67,'R24'
572027,4163205.0,0,0.62,'E',6,6,34,60,'B10','Regular',3386,'R53'
659240,6076290.0,0,0.00821917808219178,'D',6,6,26,72,'B2','Diesel',566,'R31'
67528,143568.0,0,0.2,'C',6,8,35,54,'B1','Diesel',115,'R52'
228094,2063628.0,0,0.66,'C',7,19,35,95,'B2','Regular',301,'R24'
207886,2016464.0,0,0.19,'C',7,1,54,50,'B12','Diesel',353,'R82'
163237,1143929.0,0,1.0,'A',5,12,55,50,'B1','Regular',32,'R24'
273330,2147669.0,0,0.1,'E',8,5,38,50,'B10','Diesel',2399,'R24'
103755,1027640.0,0,0.41,'C',10,5,30,64,'B3','Diesel',170,'R24'
491771,4007250.0,0,0.21,'D',7,1,27,90,'B4','Regular',1182,'R82'
185244,1185245.0,0,0.29,'E',5,9,49,70,'B6','Regular',9307,'R82'
593514,4184692.0,0,0.4,'E',13,8,37,50,'B11','Regular',3866,'R24'
299649,2208995.0,0,1.0,'A',7,7,38,50,'B2','Diesel',19,'R72'
422422,3133801.0,0,0.19,'D',14,4,54,50,'B13','Regular',1893,'R82'
86622,178055.0,0,0.62,'E',5,11,56,50,'B2','Regular',2252,'R82'
210192,2020630.0,0,0.95,'D',7,10,28,85,'B3','Regular',1448,'R93'
514918,4065686.0,0,0.08,'B',4,0,80,50,'B12','Regular',64,'R93'
178267,1177658.0,0,0.56,'C',5,7,34,50,'B3','Diesel',383,'R93'
417544,3124060.0,0,0.41,'A',6,10,24,85,'B1','Diesel',19,'R52'
231335,2069237.0,0,1.0,'C',8,13,62,50,'B5','Regular',405,'R24'
472296,3237360.0,0,0.08,'A',4,17,33,76,'B14','Regular',22,'R54'
103838,1027851.0,0,1.0,'B',6,6,50,50,'B1','Diesel',64,'R24'
675667,6111985.0,0,0.39,'D',7,2,55,100,'B12','Diesel',1976,'R93'
104550,1029352.0,0,1.0,'D',7,13,41,50,'B5','Regular',1408,'R52'
513844,4062505.0,0,0.04,'B',7,0,43,50,'B12','Diesel',86,'R82'
488609,3254743.0,0,0.05,'D',7,14,57,50,'B2','Diesel',533,'R93'
518231,4075222.0,0,0.12,'B',4,6,34,51,'B1','Regular',98,'R11'
422869,3134557.0,0,0.24,'D',4,14,21,100,'B1','Regular',575,'R53'
553090,4144268.0,0,0.1,'C',6,12,52,55,'B1','Diesel',374,'R82'
484897,3250817.0,0,0.08,'D',7,10,36,50,'B2','Diesel',1326,'R93'
286938,2186449.0,0,1.0,'D',5,7,43,63,'B5','Diesel',831,'R54'
357341,3001526.0,0,0.43,'F',5,0,56,50,'B12','Regular',15725,'R11'
639794,5108028.0,0,0.1,'D',5,1,28,86,'B14','Regular',1955,'R94'
489353,4001334.0,0,0.79,'E',6,10,45,50,'B12','Regular',3541,'R52'
179735,1179736.0,0,1.0,'E',5,15,49,50,'B2','Regular',8549,'R82'
606475,5024970.0,0,0.36,'B',9,3,67,50,'B12','Regular',61,'R82'
514661,4064963.0,0,0.1,'D',6,0,26,68,'B12','Regular',721,'R93'
166778,1151739.0,0,1.0,'A',4,2,46,50,'B1','Regular',49,'R24'
654159,6055769.0,0,0.29,'A',7,10,38,51,'B12','Diesel',23,'R72'
292664,2196554.0,0,1.0,'A',6,2,77,50,'B4','Diesel',13,'R24'
222783,2054464.0,0,0.3,'B',10,14,38,85,'B2','Diesel',73,'R24'
244585,2092108.0,0,1.0,'C',11,13,54,50,'B2','Regular',214,'R26'
128311,1081774.0,0,0.79,'A',10,6,31,50,'B12','Diesel',44,'R24'
308468,2220278.0,0,0.16,'E',6,7,45,50,'B2','Diesel',3963,'R91'
179908,1179909.0,0,1.0,'E',5,6,33,57,'B2','Regular',5177,'R11'
221414,2052105.0,0,0.65,'A',12,3,58,50,'B10','Regular',43,'R24'
41491,83779.0,1,0.8,'A',7,7,82,69,'B2','Regular',34,'R24'
550441,4141619.0,0,1.0,'C',7,12,48,50,'B4','Diesel',212,'R41'
608837,5032043.0,0,0.5,'B',7,1,34,90,'B12','Regular',97,'R53'
494801,4014396.0,0,0.43,'A',4,10,37,63,'B4','Regular',20,'R94'
41274,83289.0,0,1.0,'D',4,1,64,50,'B1','Regular',1687,'R93'
233708,2073352.0,0,1.0,'B',6,38,58,50,'B3','Diesel',59,'R53'
667189,6097534.0,0,0.43,'C',6,4,21,100,'B3','Diesel',297,'R21'
404950,3096057.0,0,1.0,'A',5,19,49,63,'B2','Regular',44,'R24'
141345,1106837.0,0,0.82,'E',7,10,50,51,'B1','Regular',3258,'R11'
240414,2084877.0,0,1.0,'A',6,9,51,50,'B1','Diesel',31,'R53'
468218,3232570.0,0,0.24,'D',6,10,58,50,'B1','Diesel',1271,'R91'
515496,4067481.0,0,0.06,'E',7,0,61,50,'B12','Diesel',5376,'R11'
131792,1088764.0,0,0.27,'C',5,10,41,50,'B2','Diesel',155,'R24'
456261,3188915.0,1,1.0,'B',8,8,68,50,'B1','Diesel',78,'R24'
